"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","test_case_running[case_file0]","core","2026-04-05","passed","2026-04-05","TestRunning","TestRunning","",""
